,mini,mega_cat
4359,fr:gateaux-au-caramel,['BEBIDAS' 'LIPIDOS']
4360,fr:gateaux-au-chocolat-blanc,['BEBIDAS' 'LIPIDOS']
4361,fr:gateaux-au-miel,['BEBIDAS' 'LIPIDOS']
4362,fr:gateaux-aux-chataignes,['BEBIDAS' 'LIPIDOS']
4363,fr:gateaux-aux-fruits,['FRUTAS' 'BEBIDAS' 'LIPIDOS']
4364,fr:gateaux-aux-noisettes,['BEBIDAS' 'LIPIDOS' 'LEGUMBRES']
4365,fr:gateaux-aux-noix,['BEBIDAS' 'LEGUMBRES' 'LIPIDOS']
4366,fr:gateaux-aux-pommes,['BEBIDAS' 'FRUTAS' 'LIPIDOS']
4367,fr:gateaux-basques,['BEBIDAS' 'LIPIDOS']
4368,fr:gateaux-battus,['BEBIDAS' 'LIPIDOS']
4369,fr:gateaux-battus-picards,['BEBIDAS' 'LIPIDOS']
4370,fr:gateaux-bretons-a-la-framboise,['BEBIDAS' 'LIPIDOS' 'FRUTAS']
4371,fr:gateaux-bretons-au-caramel,['BEBIDAS' 'LIPIDOS']
4372,fr:gateaux-bretons-aux-pruneaux,['BEBIDAS' 'LIPIDOS']
4373,fr:gateaux-dauphinois,['BEBIDAS' 'LIPIDOS']
4374,fr:gateaux-de-riz,['BEBIDAS' 'LIPIDOS' 'CEREALES']
4375,fr:gateaux-de-semoule,['BEBIDAS' 'LIPIDOS']
4376,fr:gateaux-de-semoule-aux-raisins,['BEBIDAS' 'LIPIDOS' 'FRUTAS']
4377,fr:gateaux-nantais,['BEBIDAS' 'LIPIDOS']
4378,fr:gateaux-sales,['BEBIDAS' 'LIPIDOS']
4379,fr:gateaux-secs,['BEBIDAS' 'LIPIDOS']
4380,fr:gaufres-aux-oeufs,['CARNE']
4381,fr:gaufres-fourrees-a-la-vanille,['FRUTAS']
4382,fr:gaufres-fourrees-au-caramel,['LIPIDOS']
4383,fr:gaufrettes-au-chocolat,['LIPIDOS']
4384,fr:gaufrettes-fourrees-et-enrobees,['LIPIDOS']
4385,fr:gelees-de-fraises,['FRUTAS']
4386,fr:gesiers-de-dinde,['CARNE']
4387,fr:gesiers-de-volaille,['CARNE']
4388,fr:gevrey-chambertin,['CARNE']
4389,fr:glace-aux-fruits,['FRUTAS']
4390,fr:glace-vegetale-au-soja,['HORTALIZAS']
4391,fr:glaces-a-la-banane,['LACTEOS' 'FRUTAS']
4392,fr:glaces-a-la-menthe,['LACTEOS' 'BEBIDAS' 'HORTALIZAS']
4393,fr:glaces-au-caramel,['LIPIDOS' 'LACTEOS']
4394,fr:glaces-au-chocolat-blanc,['LIPIDOS' 'LACTEOS']
4395,fr:glaces-au-citron,['FRUTAS' 'LACTEOS']
4396,fr:glaces-au-praline,['LACTEOS']
4397,fr:glaces-aux-amandes,['LACTEOS' 'LEGUMBRES']
4398,fr:glaces-aux-fruits-rouges,['FRUTAS' 'LACTEOS']
4399,fr:glaces-aux-noisettes,['LACTEOS' 'LEGUMBRES']
4400,fr:glaces-bio,['LACTEOS']
4401,fr:glaces-saveur-barbe-a-papa,['LACTEOS']
4402,fr:gnocchis-au-fromage,['LACTEOS']
4403,fr:gourde-de-fruit,['FRUTAS']
4404,fr:graines-a-germer,['LEGUMBRES']
4405,fr:graines-de-chanvre,['LEGUMBRES']
4406,fr:graines-de-moutarde,['LEGUMBRES']
4407,fr:graines-de-nigelle,['LEGUMBRES']
4408,fr:graines-de-soja,['LEGUMBRES' 'HORTALIZAS']
4409,fr:graines-grillees,['LEGUMBRES']
4410,fr:grains-de-mais,['CEREALES']
4411,fr:grand-vin-de-bordeaux,['ALCOHOL']
4412,fr:grands-vins-de-bordeaux,['ALCOHOL']
4413,fr:gras-de-boeuf,['CARNE']
4414,fr:gratin-d-endives-au-jambon,['CARNE']
4415,fr:gratins-d-endives-au-jambon,['CARNE']
4416,fr:grattons-de-canard,['CARNE']
4417,fr:grillons-de-canard,['CARNE']
4418,fr:gros-oeufs,['CARNE']
4419,fr:guimauves-au-chocolat,['LIPIDOS']
4420,fr:guimauves-enrobees-de-chocolat,['LIPIDOS']
4421,fr:gyosas-aux-crevettes,['PESCADO']
4422,fr:gyoza-au-poulet,['CARNE']
4423,fr:hache-de-poisson-surgele-pour-bebe-des-6-mois,['PESCADO']
4424,fr:hache-de-viande-surgele-pour-bebe-des-6-mois,['CARNE']
4425,fr:haches-de-poulet,['CARNE']
4426,fr:haricots-blancs-a-la-graisse-d-oie,['HORTALIZAS']
4427,fr:haricots-blancs-cuisines,['HORTALIZAS']
4428,fr:haricots-lingots,['HORTALIZAS']
4429,fr:haricots-prepares,['HORTALIZAS']
4430,fr:haricots-secs,['HORTALIZAS']
4431,fr:haricots-verts-extra-fins,['HORTALIZAS']
4432,fr:haricots-verts-plats,['HORTALIZAS']
4433,fr:hazelnut-chocolate-spreads,['LIPIDOS']
4434,fr:huile-d-olive-bio,['LIPIDOS' 'HORTALIZAS']
4435,fr:huile-d-olive-de-provence,['LIPIDOS' 'HORTALIZAS']
4436,fr:huile-d-olive-extra-vierge,['LIPIDOS' 'HORTALIZAS']
4437,fr:huile-d-olive-italie,['LIPIDOS' 'HORTALIZAS']
4438,fr:huile-d-olive-riviera-ligure,['LIPIDOS' 'HORTALIZAS']
4439,fr:huile-d-olive-verte-vierge-extra,['LIPIDOS' 'HORTALIZAS']
4440,fr:huile-de-colza-bio,['LIPIDOS']
4441,fr:huile-essentielle,['LIPIDOS']
4442,fr:huile-olive,['LIPIDOS' 'HORTALIZAS']
4443,fr:huile-pimentee-pour-pizza,['LIPIDOS' 'HORTALIZAS']
4444,fr:huile-pour-pizza,['LIPIDOS']
4445,fr:huiles-aromatisees,['LIPIDOS']
4446,fr:huiles-d-olive-aromatisees,['LIPIDOS' 'HORTALIZAS']
4447,fr:huiles-d-olives-aromatisees,['HORTALIZAS' 'LIPIDOS']
4448,fr:huiles-de-cameline,['LIPIDOS']
4449,fr:huiles-de-friture,['LIPIDOS']
4450,fr:huiles-de-graines,['LIPIDOS' 'LEGUMBRES']
4451,fr:huiles-de-graines-de-nigelle,['LIPIDOS' 'LEGUMBRES']
4452,fr:huiles-essentielles,['LIPIDOS']
4453,fr:huiles-pimentees,['LIPIDOS' 'HORTALIZAS']
4454,fr:huiles-pour-pizza,['LIPIDOS']
4455,fr:icecream,['LACTEOS']
4456,fr:jambon-d-ardenne,['CARNE']
4457,fr:jambon-d-auvergne,['CARNE']
4458,fr:jambon-de-derriere,['CARNE']
4459,fr:jambon-de-porc,['CARNE']
4460,fr:jambon-de-vendee,['CARNE']
4461,fr:jambon-fume,['CARNE']
4462,fr:jambon-persille,['CARNE']
4463,fr:jambon-persille-de-bourgogne,['CARNE' 'ALCOHOL']
4464,fr:jambon-superieur,['CARNE']
4465,fr:jambonneau,['CARNE']
4466,fr:jambonneau-de-porc,['CARNE']
4467,fr:jambonneau-de-porc-braise,['CARNE']
4468,fr:jambonneaux,['CARNE']
4469,fr:jambons-a-griller,['CARNE']
4470,fr:jambons-a-poeler,['CARNE']
4471,fr:jambons-aux-herbes,['CARNE']
4472,fr:jambons-avec-couenne,['CARNE']
4473,fr:jambons-de-savoie,['CARNE']
4474,fr:jambons-des-pyrenees,['CARNE']
4475,fr:jambons-fumes,['CARNE']
4476,fr:jambons-iberiques,['CARNE']
4477,fr:jambons-iberiques-de-cebo,['CARNE']
4478,fr:jambons-iberiques-de-gland,['CARNE']
4479,fr:jambons-label-rouge,['CARNE']
4480,fr:jambons-persilles,['CARNE']
4481,fr:jambons-persilles-de-bourgogne,['CARNE' 'ALCOHOL']
4482,fr:jus,['FRUTAS']
4483,fr:jus-d-agrumes,['FRUTAS']
4484,fr:jus-d-aloe-vera,['FRUTAS']
4485,fr:jus-d-argousier,['FRUTAS']
4486,fr:jus-d-hibiscus,['FRUTAS']
4487,fr:jus-d-orange-avec-pulpe,['FRUTAS']
4488,fr:jus-d-orange-sans-pulpe,['FRUTAS']
4489,fr:jus-de-bouleau,['FRUTAS']
4490,fr:jus-de-cassis,['FRUTAS']
4491,fr:jus-de-coco,['FRUTAS']
4492,fr:jus-de-cuisson,['FRUTAS']
4493,fr:jus-de-fruits-a-base-de-concentre-de-puree,['FRUTAS']
4494,fr:jus-de-fruits-refrigeres,['FRUTAS']
4495,fr:jus-de-gingembre,['FRUTAS']
4496,fr:jus-de-pamplemousse-blanc,['FRUTAS']
4497,fr:jus-de-pomme-poire,['FRUTAS']
4498,fr:jus-de-pommes-granny,['FRUTAS']
4499,fr:jus-de-pommes-pink-lady,['FRUTAS']
4500,fr:jus-de-raisin-100-pur-jus,['FRUTAS']
4501,fr:jus-multifruits-100-pur-jus,['FRUTAS']
4502,fr:jus-orange,['FRUTAS']
4503,fr:labeled-eggs,['CARNE']
4504,fr:lactes,['LACTEOS']
4505,fr:lait-a-boire,['LACTEOS']
4506,fr:lait-caille,['LACTEOS']
4507,fr:lait-en-poudre-pour-bebe,['LACTEOS']
4508,fr:lait-fermente,['LACTEOS']
4509,fr:lait-frais-entier,['LACTEOS']
4510,fr:lait-maternise,['LACTEOS']
4511,fr:lait-partiellement-ecreme,['LACTEOS']
4512,fr:laits-cailles,['LACTEOS']
4513,fr:laits-concentres-non-sucres,['LACTEOS' 'LIPIDOS']
4514,fr:laits-concentres-sucres,['LACTEOS' 'LIPIDOS']
4515,fr:laits-de-riz-naturel,['LACTEOS' 'CEREALES']
4516,fr:laits-entiers-concentres,['LACTEOS']
4517,fr:laits-fermentes,['LACTEOS']
4518,fr:laits-fermentes-a-boire,['LACTEOS']
4519,fr:laits-fermentes-sucres,['LACTEOS' 'LIPIDOS']
4520,fr:laits-sterilises,['LACTEOS']
4521,fr:langue-de-porc-en-gelee,['CARNE']
4522,fr:lardon-de-canard,['CARNE']
4523,fr:lardons-de-dinde,['CARNE']
4524,fr:lardons-de-dinde-fumes,['CARNE']
4525,fr:lardons-de-poulet,['CARNE']
4526,fr:lardons-de-saumon,['PESCADO' 'CARNE']
4527,fr:lasagnes-a-garnir-aux-oeufs,['CARNE']
4528,fr:lecithine-de-soja,['HORTALIZAS']
4529,fr:lecithines-de-soja,['HORTALIZAS']
4530,fr:legumes-bio,['HORTALIZAS']
4531,fr:legumes-conserve,['HORTALIZAS']
4532,fr:legumes-cuisines,['HORTALIZAS']
4533,fr:legumes-en-boite,['HORTALIZAS']
4534,fr:legumes-igp,['HORTALIZAS']
4535,fr:legumes-pour-couscous,['HORTALIZAS']
4536,fr:legumes-preparees,['HORTALIZAS']
4537,fr:legumes-sechees,['HORTALIZAS']
4538,fr:legumes-sechees-moulus,['HORTALIZAS']
4539,fr:legumes-secs-en-conserve,['HORTALIZAS']
4540,fr:legumes-vapeur,['HORTALIZAS']
4541,fr:lentilles-corail-bio,['LEGUMBRES']
4542,fr:lentilles-cuisinees,['LEGUMBRES']
4543,fr:lentilles-vertes-bio,['LEGUMBRES']
4544,fr:lentilles-vertes-du-berry,['LEGUMBRES']
4545,fr:lentilles-vertes-du-puy,['LEGUMBRES']
4546,fr:liegeois-au-cafe,['BEBIDAS']
4547,fr:liegeois-chocolat,['LIPIDOS']
4548,fr:linguine-aux-oeufs,['CARNE']
4549,fr:lomo,['CARNE']
4550,fr:lomos,['CARNE']
4551,fr:lunettes-a-la-fraise,['FRUTAS']
4552,fr:macaron-aux-framboises,['FRUTAS']
4553,fr:macaroni-aux-oeufs,['CARNE']
4554,fr:macarons-a-la-noix-de-coco,['LEGUMBRES' 'FRUTAS']
4555,fr:macedoine-de-legumes,['HORTALIZAS']
4556,fr:macedoines-de-legumes,['HORTALIZAS']
4557,fr:macedoines-de-legumes-en-conserve,['HORTALIZAS']
4558,fr:madeleines-aux-oeufs,['CARNE']
4559,fr:madeleines-pur-beurre,['LIPIDOS']
4560,fr:magret-de-canard-du-sud-ouest,['CARNE']
4561,fr:magret-de-canard-seche,['CARNE']
4562,fr:magrets-de-canard-du-sud-ouest,['CARNE']
4563,fr:magrets-de-canard-seches,['CARNE']
4564,fr:mais-doux-en-grains,['CEREALES']
4565,fr:mais-grille,['CEREALES']
4566,fr:mais-grille-et-sale,['CEREALES']
4567,fr:mais-grilles,['CEREALES']
4568,fr:mais-pour-pop-corn,['CEREALES']
4569,fr:mais-pour-popcorn,['CEREALES' 'LEGUMBRES']
4570,fr:manchons-de-canard,['CARNE']
4571,fr:manchons-de-canard-confit,['CARNE']
4572,fr:manchons-de-canard-confits,['CARNE']
4573,fr:maquereaux-au-vin-blanc,['ALCOHOL']
4574,fr:marmelades-de-citrons-verts,['FRUTAS']
4575,fr:marshmallows-au-chocolat,['LIPIDOS']
4576,fr:mayonnaises-au-citron,['FRUTAS']
4577,fr:melange-de-cereales,['CEREALES']
4578,fr:melange-de-fruits,['FRUTAS']
4579,fr:melange-de-fruits-et-de-noix,['FRUTAS' 'LEGUMBRES']
4580,fr:melange-de-graines,['LEGUMBRES']
4581,fr:melange-de-jus-de-fruits,['FRUTAS']
4582,fr:melange-de-legumes,['HORTALIZAS']
4583,fr:melange-de-noix,['LEGUMBRES']
4584,fr:melange-de-noix-et-fruits-seches,['FRUTAS' 'LEGUMBRES']
4585,fr:melange-fruits-a-coques,['FRUTAS']
4586,fr:melange-pour-pain-d-epices,['CEREALES']
4587,fr:melanges-d-olives,['HORTALIZAS']
4588,fr:melanges-de-biscuits-souffles,['CEREALES']
4589,fr:melanges-de-cereales,['CEREALES']
4590,fr:melanges-de-cereales-a-cuire,['CEREALES']
4591,fr:melanges-de-cereales-en-grains,['CEREALES']
4592,fr:melanges-de-cereales-et-legumineuses-en-grains,['CEREALES']
4593,fr:melanges-de-fruits,['FRUTAS']
4594,fr:melanges-de-fruits-tropicaux,['FRUTAS']
4595,fr:melanges-de-graines,['LEGUMBRES']
4596,fr:melanges-de-legumes,['HORTALIZAS']
4597,fr:melanges-de-legumes-en-conserve,['HORTALIZAS']
4598,fr:melanges-de-salades,['HORTALIZAS']
4599,fr:merguez-de-veau,['CARNE']
4600,fr:miel-bio,['LIPIDOS']
4601,fr:miel-de-franche-comte,['LIPIDOS' 'LACTEOS']
4602,fr:miels-cremeux,['LIPIDOS' 'LACTEOS']
4603,fr:miels-d-amandier,['LIPIDOS']
4604,fr:miels-d-aquitaine,['LIPIDOS']
4605,fr:miels-d-avocat,['LIPIDOS']
4606,fr:miels-d-avocatier,['LIPIDOS']
4607,fr:miels-d-espagne,['LIPIDOS']
4608,fr:miels-de-bourdaine,['LIPIDOS']
4609,fr:miels-de-bourgogne,['LIPIDOS' 'ALCOHOL']
4610,fr:miels-de-bruyere-blanche,['LIPIDOS']
4611,fr:miels-de-bruyere-callune,['LIPIDOS']
4612,fr:miels-de-cafeier,['LIPIDOS' 'BEBIDAS']
4613,fr:miels-de-cerisier,['LIPIDOS']
4614,fr:miels-de-citronnier,['LIPIDOS' 'FRUTAS']
4615,fr:miels-de-fleurs-d-oranger,['FRUTAS' 'LIPIDOS']
4616,fr:miels-de-garrigue,['LIPIDOS']
4617,fr:miels-de-lavande-de-provence,['LIPIDOS']
4618,fr:miels-de-luzerne,['LIPIDOS']
4619,fr:miels-de-mandarinier,['LIPIDOS']
4620,fr:miels-de-manuka,['LIPIDOS']
4621,fr:miels-de-midi-pyrenees,['LIPIDOS']
4622,fr:miels-de-miellat,['LIPIDOS']
4623,fr:miels-de-pin,['LIPIDOS']
4624,fr:miels-de-pissenlit,['LIPIDOS']
4625,fr:miels-de-poitou-charentes,['LIPIDOS']
4626,fr:miels-de-pommier,['LIPIDOS']
4627,fr:miels-de-printemps,['LIPIDOS']
4628,fr:miels-de-provence,['LIPIDOS']
4629,fr:miels-de-ronce,['LIPIDOS']
4630,fr:miels-de-sapin,['LIPIDOS']
4631,fr:miels-de-sarrasin,['LIPIDOS']
4632,fr:miels-de-tilleul,['LIPIDOS']
4633,fr:miels-des-pyrenees,['LIPIDOS']
4634,fr:miels-du-gatinais,['LIPIDOS']
4635,fr:miels-espagnols,['LIPIDOS']
4636,fr:miels-hongrois,['LIPIDOS']
4637,fr:miels-igp,['LIPIDOS']
4638,fr:miels-italiens,['LIPIDOS']
4639,fr:miels-labelises,['LIPIDOS']
4640,fr:miels-labellises,['LIPIDOS']
4641,fr:miels-tropicaux,['LIPIDOS']
4642,fr:miettes-de-thon-a-la-tomate,['PESCADO' 'HORTALIZAS']
4643,fr:mini-gaches-pur-beurre,['LIPIDOS']
4644,fr:mini-saucissons-secs,['CARNE']
4645,fr:mogettes-de-vendee-cuisinees-a-la-tomate,['HORTALIZAS']
4646,fr:mojito-sans-alcool,['ALCOHOL']
4647,fr:moricettes,['CEREALES']
4648,fr:moulages-en-chocolat-au-lait,['LIPIDOS' 'LACTEOS']
4649,fr:moulages-en-chocolat-noir,['LIPIDOS']
4650,fr:moules-a-la-catalane,['PESCADO']
4651,fr:moules-au-curry,['PESCADO']
4652,fr:moules-de-bouchot,['PESCADO']
4653,fr:moules-de-bouchot-de-la-baie-du-mont-saint-michel,['PESCADO']
4654,fr:moules-du-mont-saint-michel,['PESCADO']
4655,fr:moules-du-pacifique,['PESCADO']
4656,fr:moules-marinees,['PESCADO']
4657,fr:moules-preparees,['PESCADO']
4658,fr:moules-surgelees,['PESCADO']
4659,fr:mouline-de-legumes,['HORTALIZAS']
4660,fr:moulines-de-legumes,['HORTALIZAS']
4661,fr:moussaka-au-boeuf,['CARNE']
4662,fr:mousse-de-poisson,['PESCADO']
4663,fr:mousse-de-poissons,['PESCADO']
4664,fr:mousse-de-truite,['PESCADO']
4665,fr:mousses-au-chocolat-au-lait,['LIPIDOS' 'LACTEOS']
4666,fr:mousses-au-chocolat-blanc,['LIPIDOS']
4667,fr:mousses-au-chocolat-noir,['LIPIDOS']
4668,fr:mousses-de-canard,['CARNE']
4669,fr:mousses-de-canard-au-porto,['CARNE']
4670,fr:mousses-de-foie-gras,['CARNE']
4671,fr:mousses-de-foies,['CARNE']
4672,fr:mousses-de-foies-de-volailles,['CARNE']
4673,fr:moutarde-au-piment-d-espelette,['HORTALIZAS']
4674,fr:moutarde-aux-noix,['LEGUMBRES']
4675,fr:moutarde-de-bourgogne,['ALCOHOL']
4676,fr:moutardes-au-noix,['LEGUMBRES']
4677,fr:moutardes-au-piment,['HORTALIZAS']
4678,fr:moutardes-au-piment-d-espelette,['HORTALIZAS']
4679,fr:moutardes-aux-noix,['LEGUMBRES']
4680,fr:mueslis-au-caramel,['LIPIDOS']
4681,fr:mueslis-aux-graines,['LEGUMBRES']
4682,fr:muffins-aux-pepites-de-chocolat,['LIPIDOS']
4683,fr:mulberries,['FRUTAS']
4684,fr:multifruits,['FRUTAS']
4685,fr:museau-de-porc,['CARNE']
4686,fr:museau-de-porc-a-la-lyonnaise,['CARNE']
4687,fr:museaux-de-porc,['CARNE']
4688,fr:navarins-d-agneaux,['CARNE']
4689,fr:nectars-de-canneberge,['FRUTAS']
4690,fr:nectars-de-cassis,['FRUTAS']
4691,fr:nectars-de-citron,['FRUTAS']
4692,fr:nectars-de-litchi,['FRUTAS']
4693,fr:nectars-de-mirabelle,['FRUTAS']
4694,fr:nectars-de-prune,['FRUTAS']
4695,fr:nems-aux-legumes,['HORTALIZAS']
4696,fr:noisettes-en-poudre,['LEGUMBRES']
4697,fr:noix-de-cajou-grillees-aromatisees-au-curry,['LEGUMBRES']
4698,fr:noix-de-grenoble,['LEGUMBRES' 'CEREALES']
4699,fr:noix-de-jambons-secs,['LEGUMBRES' 'CARNE']
4700,fr:noix-de-joue-de-boeuf,['LEGUMBRES' 'CARNE']
4701,fr:noix-de-saint-jacques-avec-corail,['LEGUMBRES']
4702,fr:noix-de-saint-jacques-sans-corail,['LEGUMBRES']
4703,fr:noix-du-perigord,['LEGUMBRES']
4704,fr:noix-seches,['LEGUMBRES']
4705,fr:nonnettes-a-l-abricot,['FRUTAS']
4706,fr:nonnettes-a-l-orange,['FRUTAS']
4707,fr:nonnettes-a-la-framboise,['FRUTAS']
4708,fr:nougats-aux-fruits,['FRUTAS']
4709,fr:nouilles-asiatiques,['CEREALES']
4710,fr:nouilles-de-riz,['CEREALES']
4711,fr:nouilles-japonaises,['CEREALES']
4712,fr:nouilles-orientales,['CEREALES']
4713,fr:nouilles-precuites,['CEREALES']
4714,fr:nouilles-royales,['CEREALES']
4715,fr:nuggets-de-fromage,['LACTEOS']
4716,fr:nuggets-de-poisson,['PESCADO']
4717,fr:nuggets-et-panes-de-dinde,['CARNE' 'CEREALES']
4718,fr:oeuf-en-chocolat-au-lait,['LIPIDOS' 'LACTEOS']
4719,fr:oeufs-au-lait,['LACTEOS' 'CARNE']
4720,fr:oeufs-biologiques,['CARNE']
4721,fr:oeufs-de-cabillaud-fumes,['CARNE']
4722,fr:oeufs-de-lompe-noirs,['CARNE']
4723,fr:oeufs-de-lompes-rouges,['CARNE']
4724,fr:oeufs-de-mouettes,['CARNE']
4725,fr:oeufs-de-truite,['CARNE' 'PESCADO']
4726,fr:oeufs-en-chocolat,['LIPIDOS' 'CARNE']
4727,fr:oeufs-en-chocolat-au-lait,['LIPIDOS' 'LACTEOS' 'CARNE']
4728,fr:oeufs-label-rouge,['CARNE']
4729,fr:oeufs-labellises,['CARNE']
4730,fr:oeufs-labellises-biologiques,['CARNE']
4731,fr:oeufs-liquides,['CARNE']
4732,fr:olives-a-l-ail,['HORTALIZAS']
4733,fr:olives-aux-herbes-de-provence,['HORTALIZAS']
4734,fr:olives-cassees-aux-herbes-de-provence,['HORTALIZAS']
4735,fr:olives-noires-de-nyons,['HORTALIZAS']
4736,fr:olives-vertes-aux-amandes,['HORTALIZAS' 'LEGUMBRES']
4737,fr:onigiri-au-thon,['PESCADO']
4738,fr:oranges-a-jus,['FRUTAS']
4739,fr:oranges-confites,['FRUTAS']
4740,fr:oranges-sanguines,['FRUTAS']
4741,fr:orangettes,['FRUTAS']
4742,fr:organic-eggs,['CARNE']
4743,fr:orge-soluble,['CEREALES']
4744,fr:pain-aux-cereales,['CEREALES']
4745,fr:pain-bio,['CEREALES']
4746,fr:pain-brun,['CEREALES']
4747,fr:pain-cereales,['CEREALES']
4748,fr:pain-d-epices-au-miel,['CEREALES' 'LIPIDOS']
4749,fr:pain-de-seigle-complet,['CEREALES']
4750,fr:pain-frais,['CEREALES']
4751,fr:pain-grille-complet,['CEREALES']
4752,fr:pain-gris,['CEREALES']
4753,fr:pains-au-chocolat-surgeles,['LIPIDOS' 'CEREALES']
4754,fr:pains-au-lait-au-levain,['LACTEOS' 'CEREALES']
4755,fr:pains-au-lait-aux-oeufs-frais,['LACTEOS' 'CARNE' 'CEREALES']
4756,fr:pains-au-levain,['CEREALES']
4757,fr:pains-au-mais,['CEREALES']
4758,fr:pains-aux-cereales,['CEREALES']
4759,fr:pains-aux-graines,['CEREALES' 'LEGUMBRES']
4760,fr:pains-aux-graines-de-tournesol,['CEREALES' 'LEGUMBRES']
4761,fr:pains-aux-noix,['LEGUMBRES' 'CEREALES']
4762,fr:pains-azymes-a-la-farine-complete,['CEREALES']
4763,fr:pains-azymes-a-la-farine-d-epeautre,['CEREALES']
4764,fr:pains-azymes-a-la-farine-de-ble,['CEREALES']
4765,fr:pains-azymes-a-la-farine-de-froment,['CEREALES']
4766,fr:pains-croustillants,['CEREALES']
4767,fr:pains-d-epeautre,['CEREALES']
4768,fr:pains-d-epices-au-chocolat,['LIPIDOS' 'CEREALES']
4769,fr:pains-d-epices-au-miel,['CEREALES' 'LIPIDOS']
4770,fr:pains-de-mie-blancs,['CEREALES']
4771,fr:pains-de-mie-blancs-nature,['CEREALES']
4772,fr:pains-de-tradition-francaise,['CEREALES']
4773,fr:pains-italiens,['CEREALES']
4774,fr:pains-tranches,['CEREALES']
4775,fr:palets-de-legumes,['HORTALIZAS']
4776,fr:palets-fromagers,['LACTEOS']
4777,fr:palmiers-aux-olives,['HORTALIZAS']
4778,fr:panadillas,['CEREALES']
4779,fr:panais-frais,['CEREALES']
4780,fr:panettone-au-chocolat,['LIPIDOS' 'CEREALES']
4781,fr:panettone-sans-gluten,['CEREALES']
4782,fr:pangas,['CEREALES']
4783,fr:paniers-feuilletes,['CEREALES']
4784,fr:paniers-feuilletes-aux-noix-de-saint-jacques,['LEGUMBRES' 'CEREALES']
4785,fr:paniers-garnis,['CEREALES']
4786,fr:panini-rolls,['CEREALES']
4787,fr:panna-cottas-a-la-fraise,['CEREALES' 'FRUTAS']
4788,fr:panna-cottas-a-la-framboise,['FRUTAS' 'CEREALES']
4789,fr:panna-cottas-au-caramel,['LIPIDOS' 'CEREALES']
4790,fr:panna-cottas-aux-fruits-rouges,['FRUTAS' 'CEREALES']
4791,fr:papillons-aux-oeufs,['CARNE']
4792,fr:papillotes-en-chocolat,['LIPIDOS']
4793,fr:parmentier-de-thon,['PESCADO']
4794,fr:parmentiers-de-poulet,['CARNE']
4795,fr:parmentiers-de-saumon,['PESCADO']
4796,fr:pastillas-a-l-agneau,['CARNE']
4797,fr:pastilles-a-la-menthe,['BEBIDAS' 'HORTALIZAS']
4798,fr:pastilles-au-miel,['LIPIDOS']
4799,fr:pastilles-sans-sucre,['LIPIDOS']
4800,fr:pastilles-sans-sucres,['LIPIDOS']
4801,fr:pate-a-gateau,['BEBIDAS']
4802,fr:pate-a-gateaux,['BEBIDAS' 'LIPIDOS']
4803,fr:pates-a-cuisiner,['CEREALES']
4804,fr:pates-a-sucre,['CEREALES' 'LIPIDOS']
4805,fr:pates-a-tartiner,['CEREALES']
4806,fr:pates-a-tartiner-au-chocolat-blanc,['CEREALES' 'LIPIDOS']
4807,fr:pates-a-tartiner-au-chocolat-noir,['CEREALES' 'LIPIDOS']
4808,fr:pates-a-tartiner-au-praline,['CEREALES']
4809,fr:pates-a-tartiner-aux-fruits,['FRUTAS' 'CEREALES']
4810,fr:pates-a-tartiner-salees,['CEREALES']
4811,fr:pates-a-tartiner-vegetaux,['CEREALES']
4812,fr:pates-aromatisees,['CEREALES']
4813,fr:pates-au-ble-complet,['CEREALES']
4814,fr:pates-au-fromage,['CEREALES' 'LACTEOS']
4815,fr:pates-au-saumon,['CEREALES' 'PESCADO']
4816,fr:pates-aux-oeufs-frais,['CEREALES' 'CARNE']
4817,fr:pates-charcutiers,['CEREALES']
4818,fr:pates-completes,['CEREALES']
4819,fr:pates-cuisinees,['CEREALES']
4820,fr:pates-d-alsace,['CEREALES']
4821,fr:pates-d-epeautre-completes-ou-semi-completes,['CEREALES']
4822,fr:pates-de-ble,['CEREALES']
4823,fr:pates-de-ble-complet,['CEREALES']
4824,fr:pates-de-ble-dur-avec-de-la-viande,['CEREALES' 'CARNE']
4825,fr:pates-de-ble-dur-avec-du-fromage,['CEREALES' 'LACTEOS']
4826,fr:pates-de-dattes,['CEREALES']
4827,fr:pates-de-jambon,['CEREALES' 'CARNE']
4828,fr:pates-de-jambons,['CEREALES' 'CARNE']
4829,fr:pates-de-konjac,['CEREALES']
4830,fr:pates-de-legumineuses,['CEREALES']
4831,fr:pates-de-petit-epeautre,['CEREALES']
4832,fr:pates-de-piments,['CEREALES' 'HORTALIZAS']
4833,fr:pates-de-quinoa,['CEREALES' 'LEGUMBRES']
4834,fr:pates-de-savoie,['CEREALES']
4835,fr:pates-de-semoule-de-ble-dur,['CEREALES']
4836,fr:pates-de-sesame,['CEREALES']
4837,fr:pates-de-soja,['CEREALES' 'HORTALIZAS']
4838,fr:pates-de-volaille,['CEREALES' 'CARNE']
4839,fr:pates-deshydratees,['CEREALES']
4840,fr:pates-fraiches-farcies,['CEREALES']
4841,fr:pates-seches-blanches,['CEREALES']
4842,fr:pates-seches-semi-completes,['CEREALES']
4843,fr:pates-semi-completes,['CEREALES']
4844,fr:paupiettes-de-dinde,['CARNE']
4845,fr:paupiettes-de-porc,['CARNE']
4846,fr:paves-de-boeuf,['CARNE']
